permalink,name,homepage_url,category_list,market,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at
/organization/bee-cave-games,Bee Cave Games,http://www.beecavegames.com,|Games|, Games , 5 350 000 ,operating,USA,TX,Austin,Austin,4,01/01/2012,2012-01,2012-Q1,2012,08/02/2013,20/08/2014
/organization/bee-networx-astilbe,Bee Networx (Astilbe),http://www.beenetworx.com,,, 500 000 ,operating,TUR,,Çan,Çan,1,,,,,26/02/2009,26/02/2009
/organization/bee-on-the-go,Bee On The Go,http://www.beeonthego.com/,|Software|, Software , -   ,operating,USA,FL,Miami,Miami,1,12/06/2013,2013-06,2013-Q2,2013,06/05/2014,06/05/2014
/organization/bee-resilient,Bee Resilient,,|Education|, Education , 20 000 ,operating,USA,SC,Greenville - Spartanburg,Greenville,1,,,,,19/07/2014,19/07/2014
/organization/bee-shield,Bee Shield,http://www.bee-shield.com,|Big Data Analytics|Consulting|, Consulting , -   ,operating,USA,CA,Fresno,Atwater,1,14/02/2013,2013-02,2013-Q1,2013,15/10/2013,15/10/2013
/organization/bee-there,Bee There,http://beethere.me,|Social Network Media|, Social Network Media , -   ,operating,USA,CA,SF Bay Area,Palo Alto,1,15/03/2014,2014-03,2014-Q1,2014,15/03/2014,15/03/2014
/organization/bee-ware,Bee Ware,http://www.bee-ware.net,|Security|, Security , 9 315 500 ,operating,,,,,2,,,,,16/05/2005,14/09/2010
/organization/bee-line-express-inc,Bee-Line Express,http://www.beelineexpress.net/,,, -   ,operating,USA,IL,IL - Other,Quincy,1,13/03/2002,2002-03,2002-Q1,2002,22/04/2009,22/04/2009
/organization/beebillion,BeeBillion,http://www.beebillion.com,|Social Commerce|E-Commerce|, Social Commerce , 150 000 ,operating,,,,,1,12/04/2010,2010-04,2010-Q2,2010,01/10/2010,01/10/2010
/organization/beebrite,Beebrite,http://www.beebrite.com,|Education|Technology|, Education , 389 590 ,operating,ESP,,Madrid,Madrid,2,06/12/2011,2011-12,2011-Q4,2011,15/10/2012,11/03/2013
/organization/beech-tree-labs,Beech Tree Labs,http://www.beechtreelabs.com,|Biotechnology|, Biotechnology , 8 586 591 ,operating,USA,RI,Providence,Providence,3,,,,,15/03/2010,27/10/2011
/organization/beefirst-in,BeeFirst.in,http://beefirst.in,|Incentives|Social Media|Sales and Marketing|Advertising|, Incentives , 9 522 ,closed,,,,,1,29/10/2010,2010-10,2010-Q4,2010,01/01/2010,01/01/2010
/organization/beegit,Beegit,http://www.beegit.com,|Software|, Software , -   ,,,,,,1,01/01/2013,2013-01,2013-Q1,2013,01/03/2014,01/03/2014
/organization/beehive-industries,Beehive Industries,http://www.beehiveindustries.com,|Software|, Software , 3 500 000 ,operating,USA,NE,Omaha,Lincoln,2,01/03/2011,2011-03,2011-Q1,2011,01/03/2011,16/07/2014
/organization/beehiveid,BeehiveID,http://www.beehiveid.com,|Identity|Security|Software|, Software , 70 000 ,operating,USA,TX,Austin,Austin,2,01/03/2013,2013-03,2013-Q1,2013,14/04/2013,01/05/2013
/organization/beeline,Beeline,http://www.beeline.com,|Software|, Software , 75 000 ,operating,USA,FL,Jacksonville,Jacksonville,1,01/01/1999,1999-01,1999-Q1,1999,19/07/2013,19/07/2013
/organization/beem,Beem,http://wearebeem.com,|Collaboration|Social Business|Small and Medium Businesses|Digital Media|Mobile|Enterprises|Human Resources|SaaS|Enterprise Software|, Digital Media , 573 614 ,operating,GBR,,London,London,2,01/12/2012,2012-12,2012-Q4,2012,04/07/2013,22/01/2014
/organization/beeminder,Beeminder,http://www.beeminder.com,|Software|, Software , 25 000 ,operating,USA,OR,"Portland, Oregon",Portland,1,10/10/2011,2011-10,2011-Q4,2011,01/03/2012,01/03/2012
/organization/beenz-com,beenz.com,,,, -   ,operating,,,,,1,,,,,01/04/2000,01/04/2000
/organization/beep-2,Beep,http://www.thisisbeep.com,|Consumer Electronics|Wireless|Music|Mobile|, Consumer Electronics , 1 600 000 ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2012,2012-01,2012-Q1,2012,01/06/2014,01/06/2014
/organization/beepi,Beepi,http://www.beepi.com,|Automotive|E-Commerce|, Automotive , 66 250 000 ,operating,USA,CA,SF Bay Area,Los Altos,3,01/04/2013,2013-04,2013-Q2,2013,21/11/2013,06/10/2014
/organization/beepl,Beepl,http://beepl.com,|Social Media|News|, Social Media , 400 000 ,acquired,GBR,,London,London,1,01/04/2011,2011-04,2011-Q2,2011,20/07/2011,20/07/2011
/organization/beers-enterprises,Beers Enterprises,http://www.theswitch.tv,|Web Hosting|, Web Hosting , 11 600 017 ,operating,USA,MA,Cape Cod,Osterville,2,01/01/1991,1991-01,1991-Q1,1991,09/04/2013,11/09/2014
/organization/beestar,Beestar,http://www.beestar.eu,|Robotics|Sensors|Sports|Hardware + Software|, Hardware + Software , 320 000 ,operating,NLD,,Amsterdam,Amsterdam,2,01/12/2012,2012-12,2012-Q4,2012,01/12/2012,14/10/2013
/organization/beetailer,Beetailer,http://www.beetailer.com,|Software|, Software , -   ,operating,USA,CA,SF Bay Area,Mountain View,1,01/01/2011,2011-01,2011-Q1,2011,20/03/2011,20/03/2011
/organization/beetle-beats,Beetle Beats,,|Manufacturing|, Manufacturing , -   ,operating,USA,AZ,Flagstaff,Flagstaff,1,01/05/2012,2012-05,2012-Q2,2012,24/01/2012,24/01/2012
/organization/beetmobile,BEETmobile,http://www.beetmobile.com,|Software|, Software , 500 000 ,operating,DEU,,DEU - Other,Deutsch,1,01/06/2011,2011-06,2011-Q2,2011,01/06/2011,01/06/2011
/organization/beetv,BeeTV,http://bee.tv,|Reviews and Recommendations|Video on Demand|Television|iPad|Social Television|Software|, Software , 9 500 000 ,closed,ITA,,Milan,Milan,2,01/08/2007,2007-08,2007-Q3,2007,03/06/2009,17/05/2011
/organization/beezag,Beezag,http://www.beezag.com,|Video|Advertising|, Video , 3 250 000 ,closed,USA,NY,New York City,New York,2,01/02/2009,2009-02,2009-Q1,2009,01/01/2008,24/01/2010
/organization/beezik,Beezik,,,, 7 216 281 ,acquired,,,,,2,01/01/2009,2009-01,2009-Q1,2009,01/01/2009,05/10/2010
/organization/before-the-call,Before the Call,http://www.beforethecall.com,|Software|, Software , 2 540 000 ,closed,USA,CA,SF Bay Area,Pleasanton,1,,,,,10/04/2006,10/04/2006
/organization/befunky,BeFunky,http://www.befunky.com,|iPhone|Mobile|Photo Sharing|Photography|, Photography , 1 650 000 ,operating,JPN,,USA - Other,Usa,3,01/01/2007,2007-01,2007-Q1,2007,01/01/2007,01/03/2012
/organization/begel-systems,Begel Systems,,,, 45 000 000 ,operating,RUS,,Moscow,Moscow,3,01/01/2008,2008-01,2008-Q1,2008,01/01/2012,01/01/2013
/organization/bego,BeGo,http://begouni.com,|Education|, Education , -   ,operating,GBR,,London,London,1,,,,,19/09/2012,19/09/2012
/organization/begun,Begun,http://begun.ru/,|Advertising|, Advertising , 10 000 000 ,,RUS,,Moscow,Moscow,1,01/01/2002,2002-01,2002-Q1,2002,01/11/2012,01/11/2012
/organization/zazma,Behalf,https://behalf.com,|Internet|Payments|Finance|, Payments , 10 000 000 ,operating,USA,NY,New York City,New York,1,01/01/2011,2011-01,2011-Q1,2011,03/09/2013,03/09/2013
/organization/behance,Behance,http://www.behance.net,|Curated Web|, Curated Web , 6 500 000 ,acquired,USA,NY,New York City,New York,1,01/02/2006,2006-02,2006-Q1,2006,14/05/2012,14/05/2012
/organization/behaview,behaview,http://www.behaview.com,|Big Data|Machine Learning|Analytics|Advertising|, Big Data , 250 000 ,operating,USA,CA,SF Bay Area,San Francisco,2,01/09/2013,2013-09,2013-Q3,2013,01/11/2013,01/02/2014
/organization/behavio,Behavio,http://behav.io,|Software|, Software , 355 000 ,acquired,USA,CA,SF Bay Area,Sunnyvale,1,12/06/2012,2012-06,2012-Q2,2012,01/06/2012,01/06/2012
/organization/behavioral-recognition-systems,Behavioral Recognition Systems,http://www.brslabs.com,|Software|, Software , 25 518 015 ,operating,USA,TX,Houston,Houston,6,01/01/2005,2005-01,2005-Q1,2005,08/04/2009,13/05/2013
/organization/behavioral-technology-group,Behavioral Technology Group,,,, 115 000 ,,USA,MA,Boston,Boston,1,,,,,21/03/2014,21/03/2014
/organization/behaviosec,BehavioSec,http://www.behaviosec.com,|Biometrics|Security|, Security , 2 024 640 ,operating,SWE,,Lulea,Luleå,2,01/01/2007,2007-01,2007-Q1,2007,01/01/2008,10/05/2011
/organization/behind-the-burner,Behind the Burner,http://www.behindtheburner.com,|Wine And Spirits|Cooking|Curated Web|, Wine And Spirits , 500 000 ,closed,USA,NY,New York City,New York,1,01/01/2008,2008-01,2008-Q1,2008,01/01/2008,01/01/2008
/organization/behome247,BeHome247,http://behome247.com,|Software|, Software , 1 666 340 ,operating,USA,TX,Austin,Austin,1,01/01/2006,2006-01,2006-Q1,2006,06/12/2013,06/12/2013
/organization/beiang-technology,Beiang Technology,http://www.beiangtech.com,|Clean Technology|, Clean Technology , -   ,operating,CHN,,CHN - Other,,2,,,,,01/01/2010,01/05/2013
/organization/beibamboo,Beibamboo,http://beibamboo.com,|E-Commerce|, E-Commerce , 5 147 ,operating,FIN,,Helsinki,Helsinki,1,01/01/2009,2009-01,2009-Q1,2009,19/05/2013,19/05/2013
/organization/beibei,BeiBei,http://beibei.com,|E-Commerce|, E-Commerce , 24 400 000 ,operating,CHN,,CHN - Other,,1,,,,,15/08/2014,15/08/2014
/organization/1000chi,Beijing 1000CHI Software Technology,http://www.1000chi.com/,|Mobile|, Mobile , 43 923 865 ,operating,,,,,1,01/01/2008,2008-01,2008-Q1,2008,01/04/2010,01/04/2010
/organization/beijing-100e-co-ltd,Beijing 100e,http://www.100e.com,|Education|, Education , 1 500 000 ,operating,CHN,,Beijing,Beijing,1,,,,,01/09/2006,01/09/2006
/organization/beijing-beyondsoft,Beijing Beyondsoft,http://www.beyondsoft.com,|Consulting|, Consulting , 3 000 000 ,operating,CHN,,Beijing,Beijing,1,01/01/1995,1995-01,1995-Q1,1995,01/09/2005,01/09/2005
/organization/beijing-booksir,Beijing Booksir,http://www.shusheng.net,|Mobile|, Mobile , 2 420 000 ,operating,,,,,1,01/01/1996,1996-01,1996-Q1,1996,01/09/2002,01/09/2002
/organization/beijing-buding-fangzhou-science-and-technology,Beijing Buding Fangzhou Science and Technology,http://buding.cn/,|E-Commerce|, E-Commerce , 10 000 000 ,operating,,,,,1,,,,,01/10/2011,01/10/2011
/organization/beijing-capital-online-science-and-technology-co-ltd,Beijing capital online science and technology,http://www.cds-china.com,|Mobile|, Mobile , -   ,operating,CHN,,Beijing,Beijing,1,01/01/2005,2005-01,2005-Q1,2005,01/08/2011,01/08/2011
/organization/beijing-cloud-technologies,Beijing Cloud Technologies,,|Enterprise Software|, Enterprise Software , -   ,operating,CHN,,Beijing,Beijing,1,01/01/2011,2011-01,2011-Q1,2011,01/01/2012,01/01/2012
/organization/beijing-digital-orthodox-technology,Beijing Digital orthodox Technology,http://www.egova.com.cn,|Enterprises|, Enterprises , 1 465 559 ,operating,CHN,,Beijing,Beijing,1,,,,,01/05/2009,01/05/2009
/organization/beijing-eedoo-technology-ltd,Beijing Eedoo Technology,http://www.eedoo.cn,|Mobile|, Mobile , -   ,operating,CHN,,Beijing,Beijing,1,01/07/2010,2010-07,2010-Q3,2010,01/09/2011,01/09/2011
/organization/beijing-exhibition-cheng-technology,Beijing Exhibition Cheng Technology,http://zctech.lofter.com,|Games|, Games , -   ,operating,,,,,1,,,,,20/10/2011,20/10/2011
/organization/beijing-feixiangren-information-technology,Beijing Feixiangren Information Technology,http://www.ganji.com,|Curated Web|, Curated Web , 20 000 000 ,operating,CHN,,Beijing,Beijing,1,01/01/2005,2005-01,2005-Q1,2005,19/04/2010,19/04/2010
/organization/beijing-gensee-interactive-technology,Beijing Gensee Interactive Technology,http://www.gensee.com/,,, 1 629 549 ,operating,,,,,1,,,,,01/03/2014,01/03/2014
/organization/beijing-herun-detang-media-and-advertising,Beijing Herun Detang Media and Advertising,,|Advertising|, Advertising , 8 830 000 ,operating,,,,,1,,,,,19/08/2010,19/08/2010
/organization/beijing-ichao-online-science-and-technology,Beijing iChao Online Science and Technology,http://www.circlely.cn,|Advertising|, Advertising , 1 629 549 ,operating,,,,,1,,,,,01/03/2014,01/03/2014
/organization/beijing-infinite-world,Beijing Infinite World,http://51play.com/,|Games|, Games , 18 237 232 ,operating,,,,,2,01/01/2010,2010-01,2010-Q1,2010,01/12/2011,01/02/2014
/organization/beijing-jingyuntong-technology,Beijing Jingyuntong Technology,http://www.jingyuntong.com/,|Mobile|, Mobile , 8 759 124 ,operating,DEU,,Stuttgart,Stuttgart,1,01/01/2002,2002-01,2002-Q1,2002,01/12/2008,01/12/2008
/organization/beijing-joy-china-network,Beijing Joy China Network,http://www.joy-china.net/,|Fashion|, Fashion , 6 637 168 ,operating,,,,,1,,,,,01/08/2010,01/08/2010
/organization/beijing-joysee-technology,Beijing JoySee Technology,,|Hardware + Software|, Hardware + Software , -   ,operating,,,,,1,,,,,03/08/2011,03/08/2011
/organization/beijing-kongkong-technology,Beijing kongkong technology,http://www.kongkong-inc.com/,|Video Games|, Video Games , 162 954 ,operating,,,,,1,,,,,01/03/2014,01/03/2014
/organization/beijing-kylin-net-information-technology,Beijing Kylin Net Information Technology,,|Software|Entertainment|Games|, Games , 15 000 000 ,operating,,,,,1,,,,,13/11/2008,13/11/2008
/organization/beijing-legend-silicon-co-ltd,Beijing Legend Silicon,http://www.legendsilicon.com.cn,|Messaging|, Messaging , 86 370 000 ,operating,CHN,,Beijing,Beijing,5,01/01/2000,2000-01,2000-Q1,2000,01/09/2001,01/03/2010
/organization/beijing-leputai-science-and-technology-development,Beijing Leputai Science and Technology Development,http://www.leputai.com,|Manufacturing|, Manufacturing , 4 392 386 ,operating,,,,,1,01/01/2008,2008-01,2008-Q1,2008,01/04/2010,01/04/2010
/organization/beijing-lingdong-kuaipai-information-technology,Beijing Lingdong Kuaipai Information Technology,http://www.lingdong.mobi/,|Mobile|, Mobile , 3 174 603 ,operating,,,,,1,01/03/2010,2010-03,2010-Q1,2010,01/04/2012,01/04/2012
/organization/beijing-lingtu-software,Beijing Lingtu Software,http://www.lingtu.com.cn,|Software|, Software , 30 000 000 ,operating,CHN,,Beijing,Beijing,1,01/01/1999,1999-01,1999-Q1,1999,23/05/2006,23/05/2006
/organization/beijing-moca-world-technology,Beijing Moca World Technology,http://www.mocaworld.cn,|Video|Games|, Video , 12 000 000 ,closed,CHN,,Beijing,Beijing,2,01/01/2007,2007-01,2007-Q1,2007,06/04/2010,01/06/2011
/organization/beijing-netentsec,Beijing NetentSec,http://www.netentsec.com,|Security|, Security , 3 000 000 ,operating,CHN,,CHN - Other,Haidian,1,01/01/2004,2004-01,2004-Q1,2004,14/08/2009,14/08/2009
/organization/beijing-oriental-prajna-technology-development,Beijing Oriental Prajna Technology Development,,|Mobile|, Mobile , -   ,operating,,,,,2,,,,,01/11/2004,01/08/2005
/organization/beijing-pingco-technology-co-ltd,Beijing PingCo Technology,http://teec.eefocus.com/article/09-09/346971252202950.html,|Mobile|, Mobile , 6 500 000 ,operating,CHN,,Beijing,Beijing,2,,,,,01/12/2005,01/05/2007
/organization/beijing-redbaby-internet-technology,Beijing Redbaby Internet Technology,http://www.redbaby.com.cn/,|E-Commerce|, E-Commerce , 70 500 000 ,operating,CHN,,Beijing,Beijing,5,01/01/2004,2004-01,2004-Q1,2004,01/11/2005,01/07/2012
/organization/beijing-sanji-wuxian-internet-technology,Beijing Sanji Wuxian Internet Technology,,|Search|, Search , 1 000 000 ,operating,CHN,,Beijing,Beijing,1,,,,,02/06/2006,02/06/2006
/organization/beijing-scinor-water-technology,Beijing Scinor Water Technology,http://www.mobiuswater.com/,|Clean Technology|, Clean Technology , 13 146 412 ,operating,,,,,2,,,,,01/08/2009,01/02/2012
/organization/beijing-second-hand-information-company,Beijing second hand information company,http://www.miaozhen.com/,|Advertising|, Advertising , 20 000 000 ,operating,,,,,3,,,,,01/07/2010,01/04/2013
/organization/beijing-shiji-information-technology,Beijing Shiji Information Technology,http://www.shijinet.com.cn/en/,|Information Technology|, Information Technology , -   ,operating,CHN,,Beijing,Beijing,1,01/01/1995,1995-01,1995-Q1,1995,29/09/2014,29/09/2014
/organization/beijing-suplet-technology,Beijing Suplet Technology,,|Manufacturing|, Manufacturing , 2 635 431 ,operating,,,,,1,,,,,01/04/2010,01/04/2010
/organization/beijing-taishi-xinguang-technology,Beijing Taishi Xinguang Technology,,|Biotechnology|, Biotechnology , 30 000 000 ,operating,,,,,1,,,,,23/10/2008,23/10/2008
/organization/tenfen,Beijing Tenfen Science and Technology,http://www.tenfen.com/,|Mobile|, Mobile , 2 200 000 ,operating,,,,,1,,,,,01/11/2010,01/11/2010
/organization/beijing-tiertime-technology,Beijing TierTime Technology,http://www.tiertime.com,|Mobile|, Mobile , 1 647 446 ,operating,CHN,,Beijing,Beijing,1,01/01/2003,2003-01,2003-Q1,2003,01/01/2014,01/01/2014
/organization/beijing-trs-information-technology-co-ltd,Beijing TRS Information Technology,http://www.trs.com.cn,|Search|, Search , 3 578 158 ,operating,CHN,,Beijing,Beijing,2,01/01/1993,1993-01,1993-Q1,1993,01/07/2007,01/09/2007
/organization/beijing-wosign-e-commerce-services,Beijing Wosign E-Commerce Services,http://www.xapcn.com/,|Mobile|, Mobile , 1 629 549 ,operating,CHN,,Beijing,Beijing,1,,,,,01/03/2014,01/03/2014
/organization/beijing-yiyang-huizhi-technology,Beijing Yiyang Huizhi Technology,http://www.hzt360.com/,|Mobile|, Mobile , -   ,operating,CHN,,CHN - Other,,1,01/10/2010,2010-10,2010-Q4,2010,01/04/2014,01/04/2014
/organization/beijing-zhijin-leye-education-and-technology-co,Beijing Zhijin Leye Education and Technology Co,http://www.91huayi.com,|Enterprise Software|, Enterprise Software , 4 390 000 ,operating,,,,,1,,,,,10/03/2010,10/03/2010
/organization/beijing-zhongbaixin-software-technology,Beijing Zhongbaixin Software Technology,http://www.zbxsoft.com/,|Mobile|, Mobile , 1 160 058 ,operating,CHN,,Beijing,Beijing,1,,,,,01/01/2003,01/01/2003
/organization/beijing-zhongka-century-animation-culture-media,Beijing Zhongka Century Animation Culture Media,http://www.3cdm.com/,|Video|Photography|, Photography , -   ,operating,,,,,1,01/08/2005,2005-08,2005-Q3,2005,01/05/2007,01/05/2007
/organization/beijingyicheng,Beijingyicheng,http://www.beijingyicheng.com.cn,|Medical|Health Care|, Medical , 10 248 901 ,operating,CHN,,Beijing,Beijing,1,01/01/1993,1993-01,1993-Q1,1993,01/04/2010,01/04/2010
/organization/beinsync,BeInSync,http://www.beinsync.com,|Web Hosting|, Web Hosting , 8 000 000 ,acquired,ISR,,Tel Aviv,Tel Aviv,2,01/01/2004,2004-01,2004-Q1,2004,10/01/2005,11/12/2006
/organization/beintoo,Beintoo,http://www.beintoo.com,|Retail|Advertising|Gamification|Loyalty Programs|Mobile|, Gamification , 7 550 000 ,,CHN,,Shanghai,Shanghai,3,01/01/2011,2011-01,2011-Q1,2011,20/12/2011,03/10/2012
/organization/beisen,Beisen,http://www.beisen.com,|Consulting|, Consulting , 1 603 420 ,operating,CHN,,Beijing,Beijing,2,,,,,01/05/2010,01/02/2013
/organization/beiz,BeiZ,http://www.beiz.com,|Games|, Games , 755 700 ,operating,CHN,,Beijing,Beijing,1,01/01/2011,2011-01,2011-Q1,2011,07/06/2012,07/06/2012
/organization/bekiz,BEKIZ,http://www.tongyiku.com,|E-Commerce|, E-Commerce , 6 914 294 ,operating,CHN,,Beijing,Beijing,2,01/01/2011,2011-01,2011-Q1,2011,01/01/2011,01/07/2011
/organization/bel-vino,Bel Vino,http://BelVinoWinery.com,,, -   ,operating,USA,CA,Ontario - Inland Empire,Temecula,1,21/10/2011,2011-10,2011-Q4,2011,18/02/2014,18/02/2014
/organization/belair-networks,BelAir Networks,http://www.belairnetworks.com,|Wireless|Mobile|, Wireless , 43 400 000 ,acquired,CAN,ON,Kanata,Kanata,3,01/01/2002,2002-01,2002-Q1,2002,23/03/2004,02/10/2006
/organization/belanit,Belanit,http://www.belanit.cl,|Design|Fashion|E-Commerce|, Fashion , 40 000 ,operating,CHL,,Santiago,Las Condes,1,01/08/2013,2013-08,2013-Q3,2013,01/08/2013,01/08/2013
/organization/belezanaweb,Beleza na Web,http://www.belezanaweb.com.br,|Women|Retail|Beauty|Cosmetics|E-Commerce|, Women , 15 000 000 ,operating,BRA,,Sao Paulo,São Paulo,2,01/03/2009,2009-03,2009-Q1,2009,01/01/2011,26/05/2013
/organization/belgian-beer-discovery,Belgian Beer Discovery,http://www.belgianbeerdiscovery.com/,|E-Commerce|, E-Commerce , 176 800 ,operating,BEL,,Brussels,Brussels,1,,,,,21/03/2014,21/03/2014
/organization/beliefnet,BeliefNet,http://beliefnet.com,|Wine And Spirits|Curated Web|, Curated Web , 7 000 000 ,acquired,USA,NY,New York City,New York,1,01/01/2008,2008-01,2008-Q1,2008,01/06/2005,01/06/2005
/organization/beliefnetworks,BeliefNetworks,http://beliefnetworks.net,|Machine Learning|Predictive Analytics|Software|, Machine Learning , 3 486 023 ,operating,USA,SC,"Charleston, South Carolina",Charleston,2,01/01/2007,2007-01,2007-Q1,2007,01/12/2008,22/05/2009
/organization/believe-in,Believe.in,http://believe.in,|Charity|Non Profit|Enterprise Software|, Charity , -   ,operating,GBR,,London,London,2,01/05/2011,2011-05,2011-Q2,2011,15/04/2012,30/12/2012
/organization/believersfund,BelieversFund,http://www.believersfund.com,|Finance|Crowdfunding|Apps|Android|iPhone|Mobile|, Mobile , 50 000 ,closed,BEL,,Brussels,Ghent,1,01/04/2011,2011-04,2011-Q2,2011,01/04/2011,01/04/2011
/organization/belkin-international,Belkin International,http://www.belkin.com,|Hardware + Software|, Hardware + Software , -   ,operating,USA,CA,CA - Other,Playa Vista,1,01/01/1983,1983-01,1983-Q1,1983,21/06/2002,21/06/2002
/organization/bell-biosystems,Bell Biosystems,http://bellbiosystems.com,|Biotechnology|, Biotechnology , 4 500 000 ,operating,USA,CA,SF Bay Area,San Francisco,2,01/01/2009,2009-01,2009-Q1,2009,30/09/2012,08/01/2014
/organization/bell-boardz,Bell Boardz,http://bellboardz.com,|Kids|Games|, Games , -   ,operating,USA,NY,New York City,New York,1,02/07/2013,2013-07,2013-Q3,2013,15/12/2013,15/12/2013
/organization/bella-pictures,Bella Pictures,http://www.bellapictures.com,|Curated Web|, Curated Web , 10 300 000 ,operating,USA,CA,SF Bay Area,San Francisco,1,01/01/2003,2003-01,2003-Q1,2003,17/12/2009,17/12/2009
/organization/bellabeat,Bellabeat,http://www.bellabeat.com,|Health Care|Hardware + Software|, Health Care , 4 500 000 ,operating,USA,CA,SF Bay Area,Mountain View,1,,,,,23/05/2014,23/05/2014
/organization/bellabox,Bellabox,http://bellabox.sg,|E-Commerce|, E-Commerce , 4 070 000 ,operating,SGP,,Singapore,,2,01/01/2011,2011-01,2011-Q1,2011,21/01/2013,15/09/2014
/organization/belladati,BellaDati,http://www.belladati.com,|Insurance|B2B|Mobile|Software|Big Data|Web Development|Analytics|, Web Development , 3 000 000 ,operating,CZE,,Prague,Prague,1,19/12/2012,2012-12,2012-Q4,2012,15/12/2012,15/12/2012
/organization/bellbrook-labs,Bellbrook Labs,http://bellbrooklabs.com,|Biotechnology|, Biotechnology , 187 291 ,operating,USA,WI,Madison,Madison,1,01/01/2007,2007-01,2007-Q1,2007,15/06/2012,15/06/2012
/organization/bellco,Bellco,http://www.bellco.net,|Health Care|, Health Care , -   ,operating,ITA,,ITA - Other,Mirandola,1,,,,,22/02/2013,22/02/2013
/organization/belle-a-la-plage,Belle 'a La Plage,http://pamolam.wix.com/belle-a-la-plage,|Medical|, Medical , -   ,operating,USA,CA,Los Angeles,Redondo Beach,1,20/07/2014,2014-07,2014-Q3,2014,20/07/2014,20/07/2014
/organization/belleds-technologies,Belleds Technologies,http://www.belleds.com,,, 100 000 ,operating,USA,MA,Boston,Cambridge,1,01/01/2014,2014-01,2014-Q1,2014,16/06/2014,16/06/2014
/organization/bellhops,Bellhops,http://www.GetBellhops.com,|Collaborative Consumption|Labor Optimization|, Collaborative Consumption , 1 800 000 ,operating,USA,TN,Chattanooga,Chattanooga,3,01/01/2013,2013-01,2013-Q1,2013,01/11/2012,16/08/2014
/organization/bellicum-pharmaceuticals,Bellicum Pharmaceuticals,http://www.bellicum.com,|Biotechnology|, Biotechnology , 106 575 000 ,operating,USA,TX,Houston,Houston,10,01/07/2004,2004-07,2004-Q3,2004,09/10/2007,27/08/2014
/organization/bellmetric,Bellmetric,http://bellmetric.net,|Software|, Software , -   ,operating,DNK,,Copenhagen,Copenhagen,1,01/09/2012,2012-09,2012-Q3,2012,29/11/2013,29/11/2013
/organization/bellstrike,Bellstrike,http://bellstrike.com,|Web Development|Nonprofits|, Web Development , -   ,operating,USA,SC,Greenville - Spartanburg,Greenville,1,30/08/2011,2011-08,2011-Q3,2011,01/04/2011,01/04/2011
/organization/belly,Belly,http://www.bellycard.com,|Android|iPhone|Mobile|Incentives|Loyalty Programs|Advertising|, Loyalty Programs , 24 975 000 ,operating,USA,IL,Chicago,Chicago,4,01/08/2011,2011-08,2011-Q3,2011,01/08/2011,28/08/2013
/organization/belly-ballot,Belly Ballot,http://babynames.net,|Babies|Parenting|Social Media|, Babies , 75 000 ,operating,USA,TX,Seminole,Seminole,1,15/09/2011,2011-09,2011-Q3,2011,17/10/2011,17/10/2011
/organization/bellybaloo,Bellybaloo,http://www.bellybaloo.com,|Medical|Photography|, Medical , 105 000 ,operating,USA,MA,Boston,Boston,1,01/12/2011,2011-12,2011-Q4,2011,30/05/2013,30/05/2013
/organization/belmont,Belmont,http://www.belmontelectronics.pt,|Clean Technology|, Clean Technology , 40 000 ,operating,CHL,,Santiago,Santiago,1,,,,,05/03/2012,05/03/2012
/organization/belocal,BeLocal,http://belocal.com,|Maps|Local Search|Ediscovery|Search|Local|Curated Web|, Maps , -   ,operating,GBR,,GBR - Other,Hessett,1,01/01/2008,2008-01,2008-Q1,2008,01/01/2008,01/01/2008
/organization/beloorbayir-biotech,BeloorBayir Biotech,http://bayirextracts.com,|Biotechnology|, Biotechnology , 12 400 000 ,operating,,,,,1,01/01/1981,1981-01,1981-Q1,1981,31/03/2014,31/03/2014
/organization/belsito-media,Belsito Media,http://www.belsitomedia.com,|Public Relations|, Public Relations , 928 135 ,closed,ITA,,Palermo,Palermo,1,,,,,19/01/2010,19/01/2010
/organization/shenzhen-belter-health,Belter Health,http://www.belter.com.cn,|Health Care|, Health Care , 1 569 037 ,operating,CHN,,Shenzhen,Shenzhen,1,,,,,01/12/2011,01/12/2011
/organization/bemba,Bemba,http://www.bemba.com,|Social Bookmarking|File Sharing|Curated Web|, Social Bookmarking , -   ,closed,,,,,1,01/01/2007,2007-01,2007-Q1,2007,01/01/2007,01/01/2007
/organization/bemdireto,BemDireto,http://www.bemdireto.com.br,|Real Estate|, Real Estate , 1 500 000 ,operating,BRA,,Rio de Janeiro,Rio De Janeiro,2,03/08/2010,2010-08,2010-Q3,2010,10/02/2012,01/11/2013
/organization/beme-intimates,BeMe Intimates,http://bemenyc.com,|E-Commerce|, E-Commerce , 575 000 ,operating,USA,NY,New York City,New York,1,01/01/2013,2013-01,2013-Q1,2013,18/11/2013,18/11/2013
/organization/bemo,BeMo,http://bemopro.com/,,, 100 000 ,operating,USA,NV,Las Vegas,Henderson,1,01/01/2010,2010-01,2010-Q1,2010,07/12/2012,07/12/2012
/organization/bemodel,beModel,http://www.bemodel.com,|Photography|Fashion|Curated Web|, Photography , 150 000 ,operating,USA,CO,Denver,Denver,4,01/08/2008,2008-08,2008-Q3,2008,01/08/2008,01/12/2009
